ID|grapheme|phoneme
363343db-1f61-4a1f-8ca3-0df20db4fda3|নিধুকতুগ|n_1 i d̪ʰ u k ɔ t̪ u g_2
36344608-bc06-4f3c-b5e5-e13cdf587c53|এখন বলছো যাবে না।|æ_1 kʰ o n_2 b_1 o l cʰ o_2 ɟ_1 a b e_2 n_1 a_2
3637370e-ac4c-4ad2-b51e-579aaad8e6f9|ওদুদ মিয়া|o_1 d̪ u d̪_2 m_1 i ʲ a_2
363d5e96-50ad-4c45-9540-fd6e5a32587e|খুড়্‌|kʰ_1 u ɽ_2
364146dd-a031-4b75-9da6-5f8be2e2f324|গাঁদা ফুল|g_1 ã d̪ a_2 pʰ_1 u l_2
3641916f-3f33-4196-a486-d3f1384acd30|মোটমুটি হয়েছে কাজটি|m_1 o t m u t i_2 h_1 e ʲ e cʰ e_2 k_1 a ɟ t i_2
36436a1b-186b-4671-825a-5505ae06f7e8|চেদিযেয়্যা|c_1 e d̪ i ɟ e ʃ ʲ a_2
3645575f-3768-46c7-a2c2-0b036c1d8696|রুঠ ভূঁয়া মোধ এলফ|r_1 u tʰ_2 bʰ_1 ũ ʲ a_2 m_1 o d̪ʰ_2 e_1 l pʰ_2
364994d5-eee1-40ef-8720-98d4949df860|ভয়ে জড়সড় হয়ে আছি|bʰ_1 ɔ ʲ e_2 ɟ_1 ɔ ɽ o ʃ ɔ ɽ o_2 h_1 o ʲ e_2 a_1 cʰ i_2
364b866f-cfcd-4d6a-87e4-c17dd56793ee|এডুকেশন সোসাইটি একটি কোচিং সেন্টারের নাম।|e_1 d u k e ʃ ɔ n_2 s_1 o s a i̯ t i_2 e_1 k t i_2 k_1 o c i ŋ_2 s_1 e n t a r e r_2 n_1 a m_2
364c1fec-0e8f-4d35-80a6-8390c7879ee5|অকীর্তিমানের মৃত্যু আছে।|o_1 k i r t̪ i m a n e r_2 m_1 r i t̪ t̪ u_2 a_1 cʰ e_2
3656b532-3800-4a3a-9504-f4213c8b2555|ঠুলঠুলিয়া বিরাট জনসভা।|tʰ_1 u l tʰ u l i ʲ a_2 b_1 i r a t_2 ɟ_1 ɔ n o ʃ ɔ bʰ a_2
3658fda8-5c22-4ebd-8c88-80cac924b714|গৃহাশ্রম মানে গৃহে আশ্রয়।|g_1 r i h a s s r o m_2 m_1 a n e_2 g_1 r i h e_2 a_1 s s r ɔ ʲ_2
365c12e9-f92a-4471-844c-57cf308feca0|আহা ! মেয়েটা এতিম হলো !|a_1 h a_2 p5 m_1 e ʲ e t a_2 e_1 t̪ i m_2 h_1 o l o_2
365caf33-c856-4d2d-a37a-557b0b13ca7d|বাঘ ঘাঘু প্রাণী, ওঁত পেতে থাকে।|b_1 a gʰ_2 gʰ_1 a gʰ u_2 p_1 r a n i_2 õ_1 t̪_2 p_1 e t̪ e_2 t̪ʰ_1 a k e_2
365cfbc0-2d96-4dd7-8b65-98677967e6f4|থবই|t̪ʰ_1 ɔ b o i_2
365fd343-ce72-44f6-98ba-524afa4af3ca|ঘেচ্চ্যা|gʰ_1 e c c_2
366398ff-f29d-46a8-a9a2-10db30c066ca|এড়ল বাংলা শব্দ নয়।|æ_1 ɽ l o_2 b_1 a ŋ l a_2 ʃ_1 ɔ b d̪ o_2 n_1 ɔ ʲ_2
366f1fc9-6e81-40c3-b555-cab982668407|অজল্নীজো|ɔ_1 ɟ o l n i ɟ o_2
3672cbb5-0584-40d2-aa02-87c73d3220e2|ভোগে নয়, ত্যাগেই প্রকৃত সুখ।|bʰ_1 o g e_2 n_1 ɔ ʲ_2 t̪_1 æ g e i̯_2 p_1 r o k r i t̪ o_2 ʃ_1 u kʰ_2
367eca10-28a3-4734-aff3-e083b198236b|হেনরি রিয়া শিক্ষাপ্রতিষ্ঠানগুলোকে অনুদান দিতে সম্মত হয়েছেন।|h_1 e n r i_2 r_1 i ʲ a_2 ʃ_1 i k kʰ a p r o t̪ i ʃ tʰ a n g u l o k e_2 o_1 n u d̪ a n_2 d̪_1 i t̪ e_2 ʃ_1 ɔ m m ɔ t̪ o_2 h_1 o ʲ e cʰ e n_2
3686a42e-9e0b-441a-b482-87ea1edade8d|অপামার্গ উপসর্গ অনুসর্গ|ɔ_1 p a m a r g_2 u_1 p o ʃ ɔ r g o_2 ɔ_1 n u ʃ ɔ r g o_2
368c27f6-3f26-4174-a0e2-0c5fac479679|আলট্রাসনোগ্রাফির বিষয়ে কিছু বলো|a_1 l t r a s o n o g r a pʰ i r_2 b_1 i ʃ ɔ ʲ e_2 k_1 i cʰ u_2 b_1 ɔ l o_2
369993c7-52c2-42a9-a537-76d873793447|রেস্তোরাঁটি মানুষে ভরপুর|r_1 e s t̪ o r ã t i_2 m_1 a n u ʃ e_2 bʰ_1 ɔ r p u r_2
369ba86a-ecc7-4e77-90ec-e19f896d10a7|ডিআরইউ এর পুরো মানে বলো|d_1 i a r i u̯_2 e_1 r_2 p_1 u r o_2 m_1 a n e_2 b_1 ɔ l o_2
369c61ac-55e4-4eb0-b4d2-964662dd0a6e|বুঝনো আমি তুমি সে|b_1 u ɟʰ n o_2 a_1 m i_2 t̪_1 u m i_2 ʃ_1 e_2
36a13507-9d0f-4123-9629-48369cbb216b|লৌহের সংকেত বলো।|l_1 o u̯ h e r_2 ʃ_1 ɔ ŋ k e t̪_2 b_1 ɔ l o_2
36a44581-4746-40b0-8cd3-e5c2b2cd9cc4|আদা আদি আদেশ আধটু আধপেটা|a_1 d̪ a_2 a_1 d̪ i_2 a_1 d̪ e ʃ_2 a_1 d̪ʰ t u_2 a_1 d̪ʰ p e t a_2
36aae29c-4654-484f-b984-31a8d5ce4c8f|তসরুফ আরবী শব্দ।|t̪_1 o s r u pʰ_2 a_1 r b i_2 ʃ_1 ɔ b d̪ o_2
36acd91e-a234-4682-aa33-1d5e498534c4|ব্যাধ হলো পশু-পাখি বধকারী জাতি।|b_1 æ d̪ʰ_2 h_1 o l o_2 p_1 o ʃ u - p a kʰ i_2 b_1 ɔ d̪ʰ k a r i_2 ɟ_1 a t̪ i_2
36ae72d2-2884-41a3-bd0b-7b3b248de478|এ কারণেই তাদের এই একটি দাবিই ছিল।|e k_1 a r o n e i̯_2 t̪_1 a d̪ e r_2 e_1 i̯_2 e_1 k t i_2 d̪_1 a b i i̯_2 cʰ_1 i l o_2
36b2b26e-0206-4a9a-8385-125577d2d8b8|ট্যানারি এলাকায় প্রচুর বর্জ্য উৎপন্ন হয়।|t_1 æ n a r i_2 e_1 l a k a ʲ_2 p_1 r o c u r_2 b_1 ɔ r ɟ o_2 u_1 t̪ p ɔ n n o_2 h_1 ɔ ʲ_2
36b9bd3b-9fa6-4676-8278-3f0d844d228a|মাঝহারুল ইশলাম|m_1 a ɟʰ h a r u l_2 i_1 ʃ l a m_2
36c91b41-0a90-4a0a-bbb4-f3c25da299ea|উচ্ছৃঙ্খলভাবে জীবন যাপন করো না।|u_1 c cʰ r i ŋ kʰ ɔ l bʰ a b e_2 ɟ_1 i b ɔ n_2 ɟ_1 a p o n_2 k_1 ɔ r o_2 n_1 a_2
36cfdb44-e696-440c-9179-7b83bf6121a0|ডিঅক্সিরাইবোনিউক্লিক এর ব্যাখ্যা দিন।|d_1 i ɔ k s i r a i̯ b o n i u̯ k l i k_2 e_1 r_2 b_1 æ k kʰ a_2 d̪_1 i n_2
36da1077-cdb9-4815-8905-19baa0fb1c00|ধিল্যাগরি|d̪ʰ_1 i l l æ g o r i_2
36e40fcd-3ecd-4af4-a925-7cb776281bd3|লোদী একজন মারাঠি সেনাপতি।|l_1 o d̪ i_2 æ_1 k ɟ o n_2 m_1 a r a tʰ i_2 ʃ_1 e n a p o t̪ i_2
36e99462-a0e0-43f3-8c0f-e89cf1021c6f|কী ভাবছ?|k_1 i_2 bʰ_1 a b cʰ o_2
3702daa8-be56-4eb9-94f6-aa24b4031d41|তুই একটা  ইডিয়ট|t̪_1 u i̯_2 æ_1 k t a_2 i_1 d i ʲ o t_2
370ae06d-f46c-4e10-a08b-3cac253526a3|গতকাল ভোটদান অনুষ্ঠিত হয়।|g_1 ɔ t̪ o k a l_2 bʰ_1 o t d̪ a n_2 o_1 n u ʃ tʰ i t̪ o_2 h_1 ɔ ʲ_2
370b77f2-72d2-4ace-9366-37ee4b767f44|কার্টনে ভুল বানান।|k_1 a r t o n e_2 bʰ_1 u l_2 b_1 a n a n_2
370e96e2-2a32-4490-8273-da863713671e|ফেডারেশনভুক্ত প্রকল্পটি সাফল্যজনকভাবে আগাচ্ছে।|pʰ_1 e d a r e ʃ ɔ n bʰ u k t̪ o_2 p_1 r o k ɔ l p o t i_2 ʃ_1 a pʰ o l l o ɟ ɔ n o k bʰ a b e_2 a_1 g a c cʰ e_2
370ed3b6-81fd-47af-89c4-471f7b6c408d|স্পেসশিপের ভগ্নদশা|s_1 p e s ʃ i p e r_2 bʰ_1 ɔ g n o d̪ ɔ ʃ a_2
3711f33c-3e38-402e-9888-b16e5d0dbf4a|দুই হাজার একুশ-এ আম্ফান ঝড়েই দক্ষিণবঙ্গের এই এলাকা আক্রান্ত হয়েছে।|d̪_1 u i̯_2 h_1 a ɟ a r_2 e_1 k u ʃ - e_2 a_1 m pʰ a n_2 ɟʰ_1 ɔ ɽ e i̯_2 d̪_1 o k kʰ i n b ɔ ŋ g e r_2 e_1 i̯_2 e_1 l a k a_2 a_1 k k r a n t̪ o_2 h_1 e ʲ e cʰ e_2
37151cf5-6d4f-47fe-8cfa-e70ec3c688ba|অকটত্‌|ɔ_1 k o t ɔ t̪_2
37173716-6780-4ab8-a8e3-ba9fd845a446|এসব দেখে আমার মাথা ব্যথায় টন টন করে উঠল!|e_1 ʃ ɔ b_2 d̪_1 e kʰ e_2 a_1 m a r_2 m_1 a t̪ʰ a_2 b_1 æ t̪ʰ a ʲ_2 t_1 ɔ n_2 t_1 ɔ n_2 k_1 o r e_2 u_1 tʰ l o_2
371c22f6-6e42-432b-9059-56d5ae326b0e|তিদিপেইক|t̪_1 i d̪ i p e i̯ k_2
371ea1c0-002c-48cf-8f44-9a1d6408b8f0|রাফি সবসময়  পড়ালেখা করে।|r_1 a pʰ i_2 ʃ_1 ɔ b ʃ o m ɔ ʲ_2 p_1 ɔ ɽ a l e kʰ a_2 k_1 o r e_2
373032bf-8939-431a-953b-50fb1e585b28|হুহু করে কাঁদতে লাগলো।|h_1 u h u_2 k_1 o r e_2 k_1 ã d̪ t̪ e_2 l_1 a g l o_2
373ac56d-bfaa-45c0-8a88-60e1c58719b5|গোয়েন্দাকাহিনির সদস্য একজন মারা গেছে।|g_1 o ʲ e n d̪ a k a h i n i r_2 ʃ_1 ɔ d̪ o ʃ ʃ o_2 æ_1 k ɟ o n_2 m_1 a r a_2 g_1 æ cʰ e_2
37452edb-29bb-442a-83a4-662ac1e1556c|গুড়দিয়া ইউনিয়নে ইটচুনের বাড়ি বেশি দেখা যায়।|g_1 u ɽ d̪ i ʲ a_2 i_1 u̯ n i ʲ o n e_2 i_1 t c u n e r_2 b_1 a ɽ i_2 b_1 e ʃ i_2 d̪_1 æ kʰ a_2 ɟ_1 a ʲ_2
374c112f-585a-49d9-9b43-7e26bb81edae|বিশ্বকাপে ইকুয়েডর ভালো শুরু করে।|b_1 i ʃ ʃ o k a p e_2 i_1 k u ʲ e d ɔ r_2 bʰ_1 a l o_2 ʃ_1 u r u_2 k_1 o r e_2
37567acb-fd9a-40a3-ad50-31486365392b|শবনম মাধবী রজনীগন্ধার সিঁথিতে গাঢ় হলদে সিঁদুরের ছোপ শামসুর চিন্তাকে আরো বাড়িয়ে দিলো।|ʃ_1 ɔ b n o m_2 m_1 a d̪ʰ o b i_2 r_1 ɔ ɟ o n i g ɔ n d̪ʰ a r_2 ʃ_1 ĩ t̪ʰ i t̪ e_2 g_1 a ɽʰ o_2 h_1 o l d̪ e_2 ʃ_1 ĩ d̪ u r e r_2 cʰ_1 o p_2 s_1 a m s u r_2 c_1 i n t̪ a k e_2 a_1 r o_2 b_1 a ɽ i ʲ e_2 d̪_1 i l o_2
37605ec2-f4c0-4206-9ea6-801b308e7023|উত্তুআ|u_1 t̪ t̪ u a_2
37695b49-e581-4354-90eb-ce091874fba1|আলুখেতে বেগুন চাষ।|a_1 l u kʰ e t̪ e_2 b_1 e g u n_2 c_1 a ʃ_2
376ccd3d-faff-4c10-932d-76ccafb28e88|দাত থাক দাঁতের মর্ম বুঝা উচিত।|d̪_1 a t̪_2 t̪ʰ_1 a k_2 d̪_1 ã t̪ e r_2 m_1 ɔ r m o_2 b_1 u ɟʰ a_2 u_1 c i t̪_2
3770696a-02ff-48c9-befd-879beea9aff7|বাবা এতেকাফে বসবেন।|b_1 a b a_2 e_1 t̪ e k a pʰ e_2 b_1 o ʃ b e n_2
3776dda9-aa04-4f1e-b2e9-f301c2d500ad|লিথ এখন কোরিয়ায় থাকে।|l_1 i t̪ʰ_2 æ_1 kʰ o n_2 k_1 o r i ʲ a ʲ_2 t̪ʰ_1 a k e_2
378288f2-a546-4a58-8b64-4ef5a405fde4|গঙ্গাফড়িং এর দেশে যাই।|g_1 ɔ ŋ g a pʰ o ɽ i ŋ_2 e_1 r_2 d̪_1 e ʃ e_2 ɟ_1 a i̯_2
3784c2b1-0d36-4713-85f8-cffbfc16830a|জালনোট ছাপানো অপরাধ।|ɟ_1 a l n o t_2 cʰ_1 a p a n o_2 ɔ_1 p o r a d̪ʰ_2
37891a01-ced1-47c0-aa42-69aa0f2c2308|গাঙ্‌ফিরিঙ|g_1 a ŋ pʰ i r i ŋ_2
3789bf29-3bea-401f-b8b6-ae8e77e98db3|মাছউদ খান বিয়ুএ করেছেন।|m_1 a cʰ u d̪_2 kʰ_1 a n_2 b_1 i ʲ u e_2 k_1 o r e cʰ e n_2
378c5cb5-4841-4e88-80a9-01bb5039d614|শেড মানে ছায়া|ʃ_1 e d_2 m_1 a n e_2 cʰ_1 a ʲ a_2
37906eae-4187-4711-8341-9338b217cb65|মানবপাচারকারীরা ব্যাপকমাত্রায়  রোগে আক্রান্ত।|m_1 a n o b p a c a r k a r i r a_2 b_1 æ p o k m a t̪ t̪ r a ʲ_2 r_1 o g e_2 a_1 k k r a n t̪ o_2
379569ea-689f-44aa-aee4-d67ef4ed9e98|অ্যাগ্রিকালচারালভিত্তিক বিষয়াবলি।|æ_1 g g r i k a l o c a r a l bʰ i t̪ t̪ o i k_2 b_1 i ʃ ɔ ʲ a b o l i_2
379b117e-a88e-4ead-9ef3-9dbddeb3f6f8|বৌয়ের ব্যজন ভালো লাগে না।|b_1 o u̯ e r_2 b_1 æ ɟ o n_2 bʰ_1 a l o_2 l_1 a g e_2 n_1 a_2
379c4678-ca84-4c2b-9270-acdb73c1edd8|রেবা জলিলের মেয়ে।|r_1 e b a_2 ɟ_1 o l i l e r_2 m_1 e ʲ e_2
37a0b686-5f54-4cf5-9c91-4e1bdb21e012|অতিগোপনে অনুসিদ্ধান্ত অ্যারেঞ্জমেন্টে আপলোড|o_1 t̪ i g o p o n e_2 o_1 n u ʃ i d̪ d̪ʰ a n t̪ o_2 æ_1 r e n ɟ m e n t e_2 a_1 p l o d_2
37a368f5-6b5c-4837-8cfe-6c8ca412fe68|গুপ্তযুগে অন্তঃস্থলে এইকে কনফিগারেশনে|g_1 u p t̪ o ɟ u g e_2 ɔ_1 n t̪ o s t̪ʰ ɔ l e_2 e_1 i̯ k e_2 k_1 ɔ n pʰ i g a r e ʃ o n e_2
37acae20-e1de-4872-91f2-d73f8c093054|বায়াধি|b_1 a ʲ a d̪ʰ i_2
37b60f18-29f3-40b6-92e2-22db57283449|থামিইয়্যা|t̪ʰ_1 a m i i̯ ʲ ʲ a_2
37bbf281-a12a-43c0-b74a-307604dc0f76|অস্থিচর্মসার মানুষ খুবলে খাচ্ছে মানুষের মাংস!|o_1 s t̪ʰ i c ɔ r m o ʃ a r_2 m_1 a n u ʃ_2 kʰ_1 u b l e_2 kʰ_1 a c cʰ e_2 m_1 a n u ʃ e r_2 m_1 a ŋ ʃ o_2
37cfe169-03c1-421c-9e9d-b56a24a0f7d5|ডুবশী আদিবাসী পুরুষ|d_1 u b ʃ i_2 a_1 d̪ i b a ʃ i_2 p_1 u r u ʃ_2
37d80e62-fb02-4ea0-8ead-7bfd70b401e1|যোগ করতে ভুল করো না।|ɟ_1 o g_2 k_1 o r t̪ e_2 bʰ_1 u l_2 k_1 ɔ r o_2 n_1 a_2
37d8b7f3-0ab6-4030-aff4-3d287e620d7a|ফেনাফেনি|pʰ_1 æ n a pʰ æ n i_2
37eb4678-86e8-448c-b2a0-2f87277379ab|কয়টায় যাবা তুমি?|k_1 ɔ ʲ t a ʲ_2 ɟ_1 a b a_2 t̪_1 u m i_2
37f5c6f2-797d-44ac-bf4f-48c8df333fd4|অথোবব|ɔ_1 t̪ʰ o b ɔ b_2
380b4595-794b-4b1d-a8ac-fcac78001f98|প্রেমের ভার তোমার কান্দে লইও|p_1 r e m e r_2 bʰ_1 a r_2 t̪_1 o m a r_2 k_1 a n d̪ e_2 l_1 i o_2
380d292d-8256-4b40-b950-64ad0d2d0b9d|সোহেল তাজ একদফার ডাক দেন।|s_1 o h e l_2 t̪_1 a ɟ_2 æ_1 k d̪ ɔ pʰ a r_2 d_1 a k_2 d̪_1 æ n_2
380fa85f-5d57-45af-8de8-a2aa9568324c|ক্লাস আটে পড়ে সে|k_1 l a s_2 a_1 t e_2 p_1 ɔ ɽ e_2 ʃ_1 e_2
38134701-eb6f-4934-a2b4-6ec2d5b41aaa|এট্রি খাও।ভালো হবে।|e_1 t r i_2 kʰ_1 a o̯_2 p3 bʰ_1 a l o_2 h_1 ɔ b e_2
3819ac14-2a90-43bd-947a-f0db814647e7|কাঙ্‌|k_1 a ŋ_2
3820648d-0407-4692-8adf-24f25d0e5922|মেম সাহেব অনেক সুন্দর একটা ছবি।|m_1 e m_2 ʃ_1 a h e b_2 ɔ_1 n e k_2 ʃ_1 u n d̪ ɔ r_2 æ_1 k t a_2 cʰ_1 o b i_2
382af995-6364-473b-b762-896d261417c8|ঘেউ ঘের ঘোপ ঘোল|gʰ_1 e u̯_2 gʰ_1 e r_2 gʰ_1 o p_2 gʰ_1 o l_2
383994cf-a901-478f-b575-5db3636f8206|ছয়গাঁ গ্রামের বর্হী রাউৎবাড়িতে থাকে।|cʰ_1 ɔ ʲ g ã_2 g_1 r a m e r_2 b_1 o r h i_2 r_1 a u̯ t̪ b a ɽ i t̪ e_2 t̪ʰ_1 a k e_2
383c9b3f-69cc-4733-a2e2-6d6b70ffbea5|ধুল শব্দের অর্থ জমির পরিমাপ।|d̪ʰ_1 u l_2 ʃ_1 ɔ b d̪ e r_2 ɔ_1 r t̪ t̪ʰ o_2 ɟ_1 o m i r_2 p_1 o r i m a p_2
3840047c-2d12-4589-9159-7277fc8d32a2|ঘুপচি ছোট ছোট কুটিরকে বলে হয়।|gʰ_1 u p c i_2 cʰ_1 o t o_2 cʰ_1 o t o_2 k_1 u t i r k e_2 b_1 o l e_2 h_1 ɔ ʲ_2
3848f91d-db43-488f-a594-61771c48b1f1|স্যাল|s_1 æ l_2
3849c764-a7e3-4f10-ba03-458a68735884|সুবহে সাদেক এর সময় উঠা ভালো।|s_1 u b h e_2 s_1 a d̪ e k_2 e_1 r_2 ʃ_1 o m ɔ ʲ_2 u_1 tʰ a_2 bʰ_1 a l o_2
3852723c-ba1d-4587-8d34-5107785c12be|ফাজ্যাঙ্‌|pʰ_1 a ɟ ɟ æ ŋ_2
3855b34a-bda6-4241-9cde-6a1dea346c1a|আঁটি শরিফের মর্মার্থ কি আংশিক অশুদ্ধ ও বিচ্যুতি সমন্বিত?|ã_1 t i_2 ʃ_1 o r i pʰ e r_2 m_1 ɔ r m a r t̪ʰ o_2 k_1 i_2 a_1 ŋ ʃ i k_2 ɔ_1 ʃ u d̪ d̪ʰ o_2 o b_1 i c c u t̪ i_2 ʃ_1 ɔ m o n n i t̪ o_2
385c883e-2aca-4b4f-8767-14631b8c9c18|অ্যান্টিডাম্পিং প্রক্রিয়াটি সপ্তাহখানেকের মধ্যে চালু।|æ_1 n t i d a m p i ŋ_2 p_1 r o k k r i ʲ a t i_2 ʃ_1 ɔ p t̪ a h o kʰ a n e k e r_2 m_1 o d̪ d̪ʰ e_2 c_1 a l u_2
38645946-4559-4711-bb2a-2c55c0557830|সেধে সেধে কথা বলার দরকার নেই।|ʃ_1 e d̪ʰ e_2 ʃ_1 e d̪ʰ e_2 k_1 ɔ t̪ʰ a_2 b_1 ɔ l a r_2 d̪_1 ɔ r k a r_2 n_1 e i̯_2
386a2834-8f48-4d3b-a341-23db9c2332ba|পোভত্যা|p_1 o bʰ o t̪ t̪ a_2
386d4473-a525-434e-8d0e-4b799a3a5f57|অধাবখা|ɔ_1 d̪ʰ a b kʰ a_2
3884bce8-9396-4454-8dc4-cc12b8fbd410|আব্দস সালাম জমিদার|a_1 b d̪ o s_2 s_1 a l a m_2 ɟ_1 o m i d̪ a r_2
389bed8a-0429-4b1c-87cc-e2bd1096fbfb|মোবাইলখানা তাড়াতাড়ি আন।|m_1 o b a i̯ l kʰ a n a_2 t̪_1 a ɽ a t̪ a ɽ i_2 a_1 n o_2
38a0e923-b776-4d9c-89e7-869ac5a09a23|ঘুত্ঘুত্যা|gʰ_1 u t̪ gʰ u t̪ t̪ a_2
38b739e4-dcff-46a4-955c-1e0566713123|আক্তারই আবার কন্যাসন্তানের পিতা হওয়ার জন্য আশাবাদীই।|a_1 k t̪ a r i_2 a_1 b a r_2 k_1 o n n a ʃ ɔ n t̪ a n e r_2 p_1 i t̪ a_2 h_1 ɔ o̯ ʷ a r_2 ɟ_1 o n n o_2 a_1 ʃ a b a d̪ i i_2
38d46f33-27fc-4863-860a-45400aba8bb9|চাঙড়া অর্থ কি?|c_1 a ŋ ɽ a_2 ɔ_1 r t̪ t̪ʰ o_2 k_1 i_2
38d89435-9610-4e47-a97f-3f1d53e7cd92|তামাকাব|t̪_1 a m a k a b_2
38dc5d67-64a2-40f2-be5e-a16d91427e1c|ভল্ট বিজ্ঞানের একটি টার্ম।|bʰ_1 ɔ l t_2 b_1 i g g ã n e r_2 e_1 k t i_2 t_1 a r m_2
38e144d7-f9d2-4613-8295-5e886a5b0e51|বিশ্ববিদ্যালয় ক্যাম্পাস আমার খুব প্রিয়।|b_1 i ʃ ʃ o b i d̪ d̪ a l ɔ ʲ_2 k_1 æ m p a s_2 a_1 m a r_2 kʰ_1 u b_2 p_1 r i ʲ o_2
38fd868e-e938-4276-a2d9-1328bfb14f0a|ঝিমিদোত|ɟʰ_1 i m i d̪ o t̪_2
3901f514-aadd-4798-8d69-243d70a440fa|মৌসুমী হামিদের মৃত্যুতে শিল্পী সমিতির ইফতার মাহফিল আয়োজিত।|m_1 o u̯ ʃ u m i_2 h_1 a m i d̪ e r_2 m_1 r i t̪ t̪ u t̪ e_2 ʃ_1 i l p i_2 ʃ_1 o m i t̪ i r_2 i_1 pʰ t̪ a r_2 m_1 a h pʰ i l_2 a_1 ʲ o ɟ i t̪ o_2
39036061-5230-4a1c-9069-869b44e19e57|এসজি বন্ধুকের নাম|e_1 s ɟ i_2 b_1 o n d̪ʰ u k e r_2 n_1 a m_2
390adc2c-16ca-4d87-be4b-014eddc22a58|একদল আসে ত্রাণ দিতে ও দুইবেলা খিচুড়ি খাওয়াতে।|æ_1 k d̪ ɔ l_2 a_1 ʃ e_2 t̪_1 r a n_2 d̪_1 i t̪ e_2 o d̪_1 u i̯ b æ l a_2 kʰ_1 i c u r i_2 kʰ_1 a o̯ ʷ a t̪ e_2
390c5c0c-3e08-40cd-861a-9bc21531b4d7|আঝামজিম্‌|a_1 ɟʰ a m ɟ i m_2
391017cc-b72d-49fc-a144-fc79c4f98b14|মলিক অধিকার কয়টি?|m_1 ɔ l i k_2 o_1 d̪ʰ i k a r_2 k_1 ɔ ʲ t i_2
391030a4-cd86-46dc-912a-acbb4efcaa96|বিল্ব হল বেলফল বা গাছ।|b_1 i l b_2 h_1 ɔ l_2 b_1 e l pʰ ɔ l_2 b_1 a_2 g_1 a cʰ_2
39126b10-e35d-42e9-99e8-6ff63f8ac677|বিব ও বিম দুই ভাই|b_1 i b_2 o b_1 i m_2 d̪_1 u i̯_2 bʰ_1 a i̯_2
3919655e-6a18-4da5-84a6-9f500219d039|যা ভর্‌ তা কেজি নয়।|ɟ_1 a_2 bʰ_1 ɔ r_2 t̪_1 a_2 k_1 e ɟ i_2 n_1 ɔ ʲ_2
391f2de0-db4f-4fe9-a8f5-2d3f4854d6d0|অধিক্ষিপ্ত তবু ক্ষিপ্ত নয়।|o_1 d̪ʰ i k kʰ i p t̪ o_2 t̪_1 o b u_2 kʰ_1 i p t̪ o_2 n_1 ɔ ʲ_2
3923af38-7814-4dbb-bf09-01d8c4eeb8fe|আবডালে পাখি গান গায়।|a_1 b d a l e_2 p_1 a kʰ i_2 g_1 a n_2 g_1 a ʲ_2
39247913-68a4-4846-9c4d-7ddc76a8604b|নডরেইয়্যা|n_1 ɔ d r e i̯ ʲ a æ_2
392958d6-be5f-4c8b-9dbd-2e2b4d7e8554|এনত্যায়|e_1 n t̪ t̪ a ʲ_2
39319fd4-a9ff-4560-a06c-98a7fbb0ca0b|নাগপাশ একটি চরিত্রের নাম।|n_1 a g p a ʃ_2 e_1 k t i_2 c_1 o r i t̪ r e r_2 n_1 a m_2
3935c15f-e8ef-4f88-a327-b2531e48d50c|মুক্তিযোদ্ধাদের দেশত্যাগ সহজতর হয়ে গিয়েছে।|m_1 u k t̪ i ɟ o d̪ d̪ʰ a d̪ e r_2 d̪_1 e ʃ t̪ æ g_2 ʃ_1 ɔ h o ɟ t̪ ɔ r o_2 h_1 o ʲ e_2 g_1 i ʲ e cʰ e_2
395197c3-3358-46ac-8041-413a3f443663|মেদবহুল পেটকে জিরো ফিগার বলে।|m_1 e d̪ b o h u l_2 p_1 e t k e_2 ɟ_1 i r o_2 pʰ_1 i g a r_2 b_1 o l e_2
395b7ceb-b112-4524-a280-63618532a542|খুব দেখতে ইচ্ছে হয়  মেঘ, শিশিরে ভেজা মাঠ।|kʰ_1 u b_2 d̪_1 e kʰ t̪ e_2 i_1 c c h e_2 h_1 ɔ ʲ_2 m_1 e gʰ_2 ʃ_1 i ʃ i r e_2 bʰ_1 e ɟ a_2 m_1 a tʰ_2
395d1252-09b4-43b7-9736-fff1701535b8|টিসি দিয়ে দাও তাকে|t_1 i s i_2 d̪_1 i ʲ e_2 d̪_1 a o̯_2 t̪_1 a k e_2
395e3f69-51e2-4d49-94a8-b3e1fbf51341|ঝেজ্জত|ɟʰ_1 e ɟ ɟ ɔ t̪_2
396994ac-b7f7-4ef8-b6b8-7418975d3825|ডেভিড ডিমটি খেলো|d_1 e bʰ i d_2 d_1 i m t i_2 kʰ_1 e l o_2
3973cf0c-37df-466f-8c79-c65c95fba241|ব্যাঙঢোলা ফুটবল ক্লাব।|b_1 æ ŋ dʰ o l a_2 pʰ_1 u t b ɔ l_2 k_1 l a b_2
39754570-5e8c-4327-ba0c-5157392a7f79|এপথে উতলতার ঘুর্ণিঝড়ে মানুষের মৃত্যু।|e_1 p ɔ t̪ʰ e_2 u_1 t̪ ɔ l t̪ a r_2 gʰ_1 u r n i ɟʰ ɔ ɽ e_2 m_1 a n u ʃ e r_2 m_1 r i t̪ t̪ u_2
39785728-1c05-4864-a245-d0cbfca84e1e|ধুপধাপ করে নওবত নওরিন বাসা ছেড়ে দিলো|d̪ʰ_1 u p d̪ʰ a p_2 k_1 o r e_2 n_1 ɔ o̯ b o t̪_2 n_1 ɔ o̯ r i n_2 b_1 a ʃ a_2 cʰ_1 e ɽ e_2 d̪_1 i l o_2
3979bbf4-c37f-4eef-a781-975a090a84bb|আরো ভাত গেল্‌।|a_1 r o_2 bʰ_1 a t̪_2 g_1 e l_2
